CPM|operating system|male|Xanth, Cloud||was an early but old dead operating system with 16 story house that was displaced by ^QDOS^. It was called Captain M by ^Tiara^.|m38|
Cactus|elf|male|Xanth, Region of the Elves||is armed with a cactus spine.|8|
Cadence|crossbreed|female|Xanth Reality 6|what she sings becomes temporarily real|is a winged centiger.|30|
Caitlin (JC)|human|female|Xanth|changing wine to water||33|
Caitlin (SN)|centaur|female|Xanth Reality 6||picked up Woe Betide, Ted, and DeMonica in Reality 7. She has brown hair.|30|
Caitlin (UIAH)|human|female|Xanth|knowing when something will happen|needed to be rescued.|26|
Calliope|Muse|female|Xanth, South Village; Xanth, Castle Roogna; Xanth, Mount Parnassus||became the Muse of epic poetry in ^937^ and stopped aging.|m7, m28|
Cameo|human|female|Xanth, Pieria Village|making brief appearances||29|
Can Bee|can|male|Xanth||appeared in John's local region of madness.|32|12
Can D (TTTF)|can|female|Xanth||appeared in John's local region of madness. She is filled with sweets.|32|12
Can D (WTC)|demon|female|Xanth||is sugary and sweet-looking.|35|
Can E|can|male|Xanth||appeared in John's local region of madness. He shines brightly.|32|12
Can L|can|male|Xanth||appeared in John's local region of madness. He is long and thin and contains water with ships.|32|12
Can N|can|male|Xanth||appeared in John's local region of madness. He is military minded.|32|12
Can OP|can|male|Xanth||appeared in John's local region of madness. He is incontinent.|32|12
Can Teen|can|male|Xanth||appeared in John's local region of madness. He contains water.|32|12
Candi|human|female|Ptero, Comic Strip||has candy that turns teeth into candy.|25|
Candy Striper|human|female|Xanth||paints bushes that become candies that heal people.|32|
Canis Major|transmuto|male|Xanth|changing species every day|was the pet dog of ^Rose^ from the Dog Star. He's quite Sirius.|15|
Capa Bull|minotaur|male|Xanth||is a half-brother to all of his siblings. He has a bull head and human body.|m35|
Captain M|operating system|male|Xanth, Cloud|||38|
Care|human|female|Xanth, Scoop|nothing bad happening as long as you walk with her||34|
Carecrow|human|female|Xanth||is a character in "The Lizard of Waz" written by ^Goar^ and played by ^Tara^ in ^DeMonica^.|41|
Carla|merfolk, fresh|female|Xanth||is the maid in undersea hotel.|32|
Carleton|centaur|male|Xanth, Centaur Isle|finding things|is considering being transformed into an alicentaur.|m19, 20|
Carlos|merfolk, fresh|male|Xanth||is the butler in undersea hotel.|32|
Carmen|gorgon|female|Xanth, Region of Water||is a water gorgon who became the water totem.|M40|
Carter|human|male|Xanth|steering conversations any way he wants|had a vila girlfriend.|m31|
Cary|human|male|Xanth|not ever telling what he is going to do||m31|
Cassaundra|centaur|female|Ptero||has no power of prophecy, but others think she does.|25|
Cassaunova|centaur|male|Ptero||has ambition but not ability to be every filly's lover.|25|
Cassie|werecentaur|female|Xanth|going in and out of the Void|was conceived at a love spring. She is a centaur/human who can assume either form.|23|
Cassy|centaur|female|Xanth Reality 6||picked up Woe Betide, Ted, and DeMonica in Reality 7. She has red hair.|30|
Catalog|cat||Xanth, Library Forrest|||23|
Catapult|feline||Xanth, Region of Madness||is a feline creature the size of a small sphinx with a tail that expands into a sort of netted web allowing it to hurl large objects. ^Agent Orange^ works for it.|5|
Catarrh|centaur; zombie|male|Ptero|||25|
Cathryn|alicentaur|female|Ptero|blankets|has magic blankets: blanket of silence, etc.|21|
Catrana|demon|female|Xanth, Isle of Women||pretends to be talking animals.|22|
Catrina|cat person|female|Pyramid, Blue Face||caters to the catacombs.|21|
Cayla|human|female|Xanth|knitting things|failed the Good Magician's Challenges, so ^Clio^ helped her figure out her talent.|28|
Cecil|curse fiend|male|Xanth||is a character in a play.|m39|
Cedar|merfolk, fresh|female|Xanth|reading titles (with help)|was a bored mermaid with blonde hair encountered by ^Trent^, ^Gloha^, and ^Cynthia^. When she works with ^Ash^ and ^Mahogany^, they can read one title.|17, 22|
Cedric|centaur|male|Xanth||was the construction supervisor of Castle Roogna. He had been most unpleasantly deceived by his mate.|3|
Cedric the 10th|centaur|male|Xanth|||20|
Celest|human|female|Xanth Reality 2 (SN)|summoning falling stars|visited the Promenade Glade.|30|
Celeste|centaur|female|Xanth||is less than helpful.|m3|
Cencow|crossbreed|male|Xanth|||24|
Cenmaid|cenmaid|female|Xanth||has the head and arms of a human, forelegs and torso of a horse, and tail of a fish. She was brought to ^David Baldwin^ in a dream by a cenmare.|20|
Cenmare|cenmare|female|Xanth||brought ^David Baldwin^ a dream of a cenmaid and harga.|20|
Censor|human|male|Xanth|censoring things|is a temporary imaginary friend created by ^Olive Hue^.|33|
Center|centaur|male|Xanth|seeing inside a person and telling what is wrong|was part of the Centaur Stomp.|25|
Centurion|centaur|male|Xanth, Centaur Isle||was on a quest to discover his talent from ^Pythia^.|12|
Cerci|merfolk, salt|female|Pyramid, Gray Face|changing men to pigs||21|
Cerebral|centaur|male|Xanth||is an itinerant centaur who tutored ^Ida^ when she was growing up among the otterbees.|15, m34|
Cesar|centaur|male|Xanth, Isle of Fellowship||lost his marriage when it was unhappened by the ^Dastard^.|24|
Chafe|centaur|male|Pyramid, Blue Face|||21|
Chalice|centaur|female|Pyramid, Blue Face|pottery|has an earthy brown blue hide.|21|
Challenge|alicentaur|male|Xanth Reality 6|producing of fire|has flame colored wings and a fiery coat.|30|
Chameleon|human|female|Xanth, Gap Village; Xanth, Castle Roogna|phasic changes in intelligence and beauty|changes during the month, going through three distinct phases. Fanchon is brilliant but also bad-tempered and very ugly. Wynne is very beautiful and good-natured but also stupid. Dee possesses average looks and intelligence. She served as King pro tem during the NextWave invasion. In ^1098^ at the age of 76, she took youth elixir and became 16. At one point she walked through a Double You and split into her two most extreme forms.|M1, 2, m3, 4, M6, m7, m9, m11, m13, 14, 17, 22, 35, 36|
Champion|human|male|Xanth|lending strength of body, substance or character||35|
Chandra|human|female|Xanth|changing from one humanoid form to another||36|
Chaos|crossbreed|male|Ptero|turning things transparent||21|
Chaos Butterfly|butterfly||Xanth|flapping its wings can form a storm far away||40|
Charity|centaur|female|Xanth, Isle of Fellowship||lost her marriage when it was unhappened by the ^Dastard^.|24|
Charles (CuR)|horse|male|Xanth|making people have muscle spasms||27|
Charles (SN)|centaur|male|Xanth, Centaur Isle||is seen in the throne room of Castle Roogna in an alternate reality.|30|
Charming|human|male|Xanth||adopted Alex. He lost his love. He found it again with Mercy, but she did not want him. He then fell in love with Wenda. After they married, they adopt children because Wenda cannot have any of her own.|33, M34, 39|
Charnal|centaur|male|Xanth, Isle of Fellowship||lost his marriage when it was unhappened by the ^Dastard^.|24|
Charon|demon|male|Xanth||was a demon playing different people.|33, 35, 37, 39|
Charybdis|pool||Xanth||is a whirlpool on Zombie and Xanth.|26|
Chase|centaur|male|Xanth, Centaur Isle||is a liaison for Centaur Isle. He has red hair and a red hide.|38|
Chaska|crossbreed|female|Xanth Reality 6|seeing through fog|is a half demon.|30|
Chasta|human|female|Xanth Reality 5||needed to shave her legs in a Razor Glade.|30|
Chaz|centaur|male|Pyramid, Blue Face||is the leader of ten blue centaurs.|21|
Che|alicentaur|male|Xanth||was chosen by the ^Simurgh^ for great things. He is destined to change the history of Xanth by tutoring her chick ^Sim^. ^Zyzzyva^ led him to the Ring of Earth for the Swell Foop. He became the host of Demon ^Mars^ who was assigned the emotion of anger.::When the the Simurgh disappeared into an alternate reality, he traveled them looking for her with Surprise, who was looking for ^Prize^. He is married to Cynthia in main Xanth and Xanth Reality One. He is married to Surprise in Reality Two, and they had a foal.|m12, M13, m14, M15, m16, 17, 19, 20, m22, m24, M25, m26, 28, 29, M30, m38|
Chea|alicentaur|female|Xanth|||22|
Checkers|centaur|male|Pyramid, Blue Face|board games|is dappled.|21|
Checkoff|centaur|male|Xanth|getting anything wrong on the first try but getting it right the second time||35|
Cheerful Lee|human|female|Xanth||was crossing the invisible bridge over the Gap Chasm.|27|
Cheery|centaur|female|Xanth||is a guide of Centaur Isle.|29|
Cheiron|alicentaur|male|Xanth||has golden hooves and silver wings. He is the leader of all the winged monsters. Prince ^Komodo Li Zard^, Duke ^Dragontail^, Baron ^Haulass^, ^Smokey^, ^Snagglesnoot^, ^Stanley Steamer^, and Prince ^Dolph^, using the alias Phlod, were dignitaries at his wedding, performed by the ^Simurgh^. ^Draco^ and ^Hotbox^ were also guests.|10, 11, 12, M13, m14, m15, 17, 19, m24, m25|
Chel|alicentaur|female|Ptero|||24|
Chele|centaur|female|Xanth||was found by ^Pebbl^ and sent to provide a ride for ^Clio^ and ^Sherlock^. She carried Sherlock.|28|
Cheline|alicentaur|female|Ptero|||24|
Chelle|insect||Xanth|||22|
Chellony|werecentaur|female|Xanth Reality 6|producing and controlling lightning|has a brown coat with lightning streaks.|30|
Chelsea|human|female|Xanth||was cursed to fall in love only with folk who are already committed to others.|33|
Chelsy|alicentaur|female|Xanth|||m19|
Chem|centaur|female|Xanth|projecting maps in the air of anything she has seen|paid half of her soul for helping her escape the Void to ^Mare Imbrium^ even though ^Mare Crisium^ gave her the ride. She told Imbrium keep that part of her soul so Imbri could survive after dying in the Void. She was unable to attend her daughter's wedding because she is not a winged monster.|M5, 6, M7, M10, m11, m12, m14, 15, m24, m25, 38|
Chemare|cenmare|female|Ptero||was conceived at a love spring.|21|
Chen|alicentaur|female|Ptero|||24|
Chena|centaur; alicentaur|female|Xanth, Centaur Isle|activating magic rocks|was transformed from a centaur into an alicentaur. She was exiled from Centaur Isle for obscenity, she had a magic talent. She is a friend of ^Crystal (YIW)^.|19, 20|
Chenille|centaur|female|Pyramid, Blue Face|seamstress||21|
Cherie|centaur|female|Xanth|beauty|studies human history. She had trouble coming to terms with her own, or any other centaur's talent.|1, M2, 4, m6, m7, 10, m12, m14, m24|
Cherin|alicentaur|female|Ptero|||24|
Cherish|alicentaur|female|Xanth|||m19|
Cherrie|human|female|Xanth|conjuring cherries and make explosive pies||m28|
Cherry|centaur|female|Xanth|separating into her component parts|has red hair and hide in her centaur form, and red hair in her human form. Her horse aspect is called ^Red (BS.1)^.|38|
Chester|centaur|male|Xanth|conjuring a silver flute|studies horsepower applications. He is a  strong-willed centaur with a homely face, but handsome hindquarters. The flute that he conjures plays beautiful music. He broke ^Siren's^ dulcimer.|1, M2, m3, m4, m5, m6, M9, 10, m12, 14, m23, m24|
Chet|centaur|male|Xanth|calculus|met a sea cow at a love spring. His talent allows him to turn boulders into small stones, a process which he calls "Calculus".|2, M4, 5, 6, 7, 10, m14, m24, 38|
Chevalier|centaur|male|Xanth, Centaur Isle||is the leader of Centaur Isle.|29|
Chex|alicentaur|female|Xanth|lightening objects|has gray eyes and wings and a brown mane. Prince ^Komodo Li Zard^, Duke ^Dragontail^, Baron ^Haulass^, ^Smokey^, ^Snagglesnoot^, ^Stanley Steamer^, and Prince ^Dolph^, using the alias Phlod, were dignitaries at her wedding, performed by the ^Simurgh^. ^Draco^ and ^Hotbox^ were also guests. When Che was foalnapped, ^Mare Nectaris^ helped her look for him. She wrote a nice dream that was used by ^Jenny (IOV)^ against ^Fracto^.|M10, 11, 12, M13, m14, 15, 17, 18, 19, m22, m24, m25|
Chickenlips|demon|male|Xanth||was a student in ^Grossclout's^ class.|26|
Chickory|centaur|male|Pyramid, Blue Face|herbalism||21|
Chide|centaur|male|Pyramid, Blue Face|||21|
Chiffon|centaur|male|Pyramid, Blue Face|making things transparent||21|
Chilk|human|male|Xanth, North Village; Xanth, Brain Coral Pool|making invisible walls|is a young practical joker. He briefly escaped the ^Brain Coral^ Pool but was recaptured by ^Epi^.|1, 26|
Chime|centaur|male|Pyramid, Blue Face|minstrel||21|
Chip (FAG)|centaur|male|Pyramid, Blue Face|shattering objects||21|
Chip (TD)|serpent|male|Ptero||is the apprentice of ^Souffle^ and uses illusion to scare.|24|
Chisel|elf|male|Xanth|||9|
Chlorine|human|female|Xanth|poisoning water|is the wife of Xanth as Nimby. She has greenish-yellow hair and complexion. She was once plain, stupid, and mean spirited but was changed by Nimby to be beautiful, smart, healthy, and nice. She shed her last tear, which would blind her, for Nimby when her father threatened to kill him. She switched bodies with ^Pia Putz^ to visit Mundania, and ^Dug^ and ^Kim (DDD)^ were her and Nimby's companions.|M20, 21, 22, M23, 25, 26, 27, 31, m32, 34, 36, m37, 39|
Chris Kehler|human|male|Mundania; Xanth||wandered into Xanth. His nickname is Kibbitz.|39|
Chrissy|centaur|female|Xanth, Centaur Isle||was ^MareAnn's^ and ^Humfrey's^ guide during their census of Xanth's talents.|14|
Christopher|human|male|Xanth|duplicating himself|was working with ^Cy^.|23|
Christopher Justino|human|male|Mundania||died. He was called "Joker".|21|
Chronolo-G|letter bug||Ptero, Comic Strip||is wearing a G-string.|m28|17
Chronos|human|male|Xanth|changing age to four times or one quarter||25|
Ci-Gar|gar|male|Xanth||is in a river bank.|35|5
Ci-Garette|gar|female|Xanth||is in a river bank.|35|5
Cindi|human|female|Ptero|making whatever she makes|was emulated in Xanth by ^Metria^, who will not help ^Umlaut^ with the fire ants.|26|
Cindy|centaur|female|Xanth|||22|
Ciriana|human|female|Xanth|immunity from the Adult Conspiracy|was foul mouthed and knew about summoning storks that she found out from a harpy.|M28|
Citronella|crossbreed|female|Cone, Outside|getthing rid of pests of any type|is a human/grass crossbreed.|31|
Claim Ant|ant|male|Xanth|||m32|2
Clair Voyant|human|female|Xanth|knowing things|wants to find ^Claire Voyant (UIAH)^, the cat.|35|
Claire Voyant (TD)|human|female|Xanth|knowing where things and situations are||24|
